path	source_class	evidence_path	allowed_phase3_use	risk	notes
FAQE/Home/Altibase Error Messages/ERR-311E0 The estimated size of the index key exceeds the maximum limit__6979717.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-31233 The fixed record size exceeds the page size__7340252.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-31240 Invalid request to process SQL statement__7340268.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-31283 Unable to create a primary key or a unique key constraint in the local non-prefixed index__6979844.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-312C4 Cannot execute this DDL on a replicated table when the system property REPLICATION_DDL_ENABLE is 0__7340146.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-40029 Failed to invoke a system function, flock_trywrlock()__6979846.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-4102C Incompatible NLS between the client and the server__6979729.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-41041 Another SYSDBA session is already running__7340761.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-41047 The transaction is already active__6979774.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-41059 Task pool overflow__6979777.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-4105A Several statements still open__7340285.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-4109C invalid session property__6979790.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-410B7 Invalid size of data to bind to a host variable Data Size__7340272.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-410CF Too many statements have been allocated to this session__6979761.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-410D5 Client unable to establish connection__6979736.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-51014 Function sequence error__7340763.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-51024 Different protocol versions__7340157.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-5102E Invalid cursor state__7340159.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-51039 Invalid Protocol__6979743.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-51041 Indicator variable required but not supplied__7340270.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-51043 Communication link failure__6979768.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-5104D Connection timeout__7340765.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-5104F Communication link failure__7340245.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-5105A The connection does not exist__7340243.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-51067 Neither PORT_NO in the connection string or ALTIBASE_PORT_NO environment variable are set__7340767.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-51192 The call to getaddrinfo() failed. The host name or service may be unknown__7340769.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-52027 String data right-truncated__7340167.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-61000 The received record was not found in the database__7340772.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-61001 A conflict occurred while executing the received statement__7340171.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-6100C rpERR_ABORT_RP_RECEIVER_NOT_FOUND The receiver does not exist__7340774.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-6100D Sender failed to handshake with the peer server__6979754.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-61016 rpERR_ABORT_RP_SENDER_MAKE_XLOG Sender Failed to make an xlog__7340206.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-61023 rpERR_ABORT_RP_REPLICATION_DISABLED Replication is disabled__7340208.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-61035 Receiver - An update conflict occurred__6979849.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-61036 Receiver err_not found in deleteXlog()__7340210.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-6103a Receiver err_not_found in updateXlog()__7340213.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-610CF The transaction table size of the replication does not match__7340217.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-610D2 The primary key column count of the replicated table does not match__7340220.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-610a0 Sender Stopping REP1 sender thread__7340215.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-61100 rpERR_ABORT_RPC_DUPLICATE_REPLICATION Duplicate replication names. The replication name already exists in the__6979851.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-61113 A replicated table must have a primary key__7340225.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-71015 cmERR_ABORT_SELECT_ERROR Failed to invoke the select() system function__7340227.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-71018 Failed to invoke the read() system function__6979756.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-71019 Failed to invoke the write() system function Flush protocol failed. Close connection__6979853.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-7101d Protocol header error__6979734.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-91013 The query was too long the maximum length is 65536__7340229.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-91020 No Connection State__6979855.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-9102B utERR_ABORT_Token_Value_Range_Error Token value length overflow. Maximum token length=0%d. Column =1%s, Value=__7340231.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-9103D Data parsing error - LineXXXX__6979857.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-91044 Error occurred during data file IO__7340233.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-A100C Conversion not applicable__7340250.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-A1013 Calculation stack overflow__7340247.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/make Cannot find a rule to create target connect1.o from dependencies__7340239.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages__6979655.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; explicitly listed as English-only source in LLM_REFERENCE_REVIEW_PLAN.md.
