path	manifest_entry_id	checked_fields	status	action	body_chars_manifest	body_chars_actual	word_count_manifest	word_count_actual	risk	notes
arch/Home/TOMCAT Integration Guide for Altibase/4. Fail-Over Configuration__14058508.md	14058508	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3264	3264	412	412	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/TOMCAT Integration Guide for Altibase/5. Considerations when integrating TOMCAT__22643044.md	22643044	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5794	5794	731	731	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/TOMCAT Integration Guide for Altibase/6. Errors when integrating TOMCAT__14058515.md	14058515	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2384	2384	304	304	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/TOMCAT Integration Guide for Altibase__14058489.md	14058489	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1512	1512	129	129	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Troubleshooting Altibase Installation Problems__15138879.md	15138879	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	11070	11070	1393	1393	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/UNIX Memory Management__16875572.md	16875572	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	15457	15457	2366	2366	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Understanding the Altibase Start_Shut down Process/1. Starting Altibase__14909452.md	14909452	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	15550	15550	1945	1945	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Understanding the Altibase Start_Shut down Process/2. Shutting Altibase Down__14909483.md	14909483	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5414	5414	667	667	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Understanding the Altibase Start_Shut down Process__14909450.md	14909450	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1526	1526	160	160	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Utility Guide for each OS for Problem Analysis__16875587.md	16875587	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	22423	22423	2750	2750	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/WEBLOGIC Integration Guide for Altibase/0. Prerequisites__14058324.md	14058324	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1533	1533	196	196	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/WEBLOGIC Integration Guide for Altibase/1. WebLogic Setup__14058327.md	14058327	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4627	4627	387	387	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/WEBLOGIC Integration Guide for Altibase/2. Starting and Shutdown the WebLogic Server Instance__14058329.md	14058329	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6653	6653	844	844	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/WEBLOGIC Integration Guide for Altibase/3. ALTIBASE and WebLogic Integration__14058331.md	14058331	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	16054	16054	1553	1553	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/WEBLOGIC Integration Guide for Altibase/4. Fail-Over & Load-Balancing Settings__14058337.md	14058337	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1902	1902	224	224	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/WEBLOGIC Integration Guide for Altibase/Integration Error__14058339.md	14058339	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2903	2903	395	395	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/WEBLOGIC Integration Guide for Altibase/WebLogic Glossary__14058321.md	14058321	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3011	3011	351	351	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/WEBLOGIC Integration Guide for Altibase__14058319.md	14058319	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2413	2413	248	248	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/WebSphere Integration Guide for Altibase__14058343.md	14058343	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	33948	33948	3180	3180	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/iBatis Integration Guide for Altibase/1. iBatis Overview__14058305.md	14058305	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2805	2805	364	364	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/iBatis Integration Guide for Altibase/2. Sample Preparation using iBATIS__14058307.md	14058307	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	8548	8548	862	862	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/iBatis Integration Guide for Altibase/3. Altibase Integration__14058309.md	14058309	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	14352	14352	1703	1703	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/iBatis Integration Guide for Altibase/4. iBATIS, Spring, Altibase Integration__14058311.md	14058311	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9655	9655	1016	1016	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/iBatis Integration Guide for Altibase/5. Spring Integration Guide for Altibase__14058315.md	14058315	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5312	5312	496	496	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/iBatis Integration Guide for Altibase/Appendix__14058317.md	14058317	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	10382	10382	898	898	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/iBatis Integration Guide for Altibase__14058303.md	14058303	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1836	1836	201	201	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase VC 2008 Development Guide__19333567.md	19333567	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1774	1774	182	182	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase VC 2010 Development Guide__19334121.md	19334121	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1774	1774	182	182	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Migration Center User Guide__19955861.md	19955861	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	40492	40492	6805	6805	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/01. 설치, 패치, 업그레이드/01-01. Altibase HDB가 지원하는 플랫폼(OS)은__9110736.md	9110736	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2834	2834	508	508	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/01. 설치, 패치, 업그레이드/01-02. Unix 및 Linux 에서 알티베이스 서버 패치 절차__8454397.md	8454397	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9033	9033	1399	1399	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/01. 설치, 패치, 업그레이드/01-03. 알티베이스 클라이언트 설치 방법(ALTIBASE HDB 5.5.1 부터)__8455011.md	8455011	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6846	6846	759	759	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/01. 설치, 패치, 업그레이드/01-04. 윈도우에서 알티베이스 설치 할 때 _이미 설치가 되었다_고 합니다__8454409.md	8454409	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1326	1326	137	137	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-01. [Linux] Altibase 서버 프로세스 자동 시작 스크립트 등록 방법__12517478.md	12517478	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9729	9729	1227	1227	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-02. column modify 하는 방법__8454851.md	8454851	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3604	3604	501	501	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-03. Database 를 stop 하고 start 하는 방법__9764972.md	9764972	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	11247	11247	1402	1402	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-04. Database 의 db name을 바꾸는 방법__10059840.md	10059840	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4854	4854	569	569	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-05. Datafile 을 추가한 이력 확인 방법__8454956.md	8454956	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2350	2350	335	335	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-06. DB 이름 변경 후 server create 오류발생시__8454421.md	8454421	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1949	1949	277	277	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-07. floating point 형 data type (double, float) 사용 시 주의사항__8454981.md	8454981	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5476	5476	664	664	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-08. HP-UX에서 부팅 시 알티베이스를 자동으로 시작(startup)하는 방법__9110724.md	9110724	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6238	6238	819	819	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-09. IPC 통신을 위한 알티베이스 서버 설정__9110665.md	9110665	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4198	4198	630	630	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-10. LOCK TIMEOUT 발생 시 조치 방법__9110702.md	9110702	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3172	3172	450	450	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-11. Lock 잡고 있는 세션을 강제로 종료하는 방법__9110706.md	9110706	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1623	1623	214	214	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-11. Maximum Capacity Specifications for Altibase__9110717.md	9110717	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1250	1250	187	187	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-12. MEM_MAX_DB_SIZE 프로퍼티 설정 변경__8454891.md	8454891	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7875	7875	998	998	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-13. PUBLIC SYNONYM 을 삭제해도 되나요__6520939.md	6520939	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1335	1335	178	178	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-14. Solaris에서 OS booting 시 자동 altibase startup__9110643.md	9110643	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4067	4067	560	560	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-15. sys 유저 패스워드 변경 방법__6521708.md	6521708	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2781	2781	376	376	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-16. Table 데이터는 Disk 에 저장하고 인덱스만 Memory 에 생성이 가능한가요__8454455.md	8454455	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1284	1284	192	192	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-17. TRANSACTION_TABLE_SIZE 변경 시 고려사항__7341337.md	7341337	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7926	7926	1372	1372	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-18. 데이터베이스 보안 점검 체크리스트__6521702.md	6521702	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	19091	19091	2781	2781	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-19. 동시 접속 세션 수(MAX_CLIENT) 증가 시 고려사항__7341076.md	7341076	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4240	4240	665	665	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-20. 로그디스크 FULL이 발생하는 경우와 대처 방법__9110748.md	9110748	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	8953	8953	1087	1087	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-21. 사용자 생성(CREATE USER) 및 패스워드 변경(ALTER USER) 방법__9110757.md	9110757	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1608	1608	177	177	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-22. 사용자 패스워드 길이 제약 - 버전 별 차이__7341322.md	7341322	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2304	2304	388	388	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-23. 작업(Job)객체 생성 및 실행 방법__9109696.md	9109696	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	8625	8625	1243	1243	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-24. 캐릭터셋 변경 방법 상세 절차__8454470.md	8454470	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4848	4848	723	723	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-25. 테이블스페이스 데이터 파일 경로 변경 방법__9109934.md	9109934	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9204	9204	1345	1345	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-26. 로그앵커, 온라인 로그파일, 아카이브 로그파일, 더블 라이트(Double Write)파일 경로 변경 방법__14057689.md	14057689	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4761	4761	528	528	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/02. 운영 및 관리/02-27. OS시간과 DB시간이 맞질 않습니다__22642857.md	22642857	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4747	4747	513	513	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/03. 이중화/03-01. replication conflict 발생원인과 해결방법__9110676.md	9110676	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4320	4320	638	638	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/03. 이중화/03-02. 동일 IP로 여러 개의 이중화 객체를 생성하는 방법__12517469.md	12517469	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2711	2711	349	349	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/03. 이중화/03-03. 알티베이스 이중화 대상 테이블에 대한 DDL 작업__8454667.md	8454667	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3059	3059	491	491	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/03. 이중화/03-04. 이중화 give-up에 대해__9110761.md	9110761	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4130	4130	668	668	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/03. 이중화/03-05. 이중화 객체 IP 변경 방법__12517463.md	12517463	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1298	1298	158	158	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/03. 이중화/03-06. 이중화 객체 생성 및 삭제 방법__13008990.md	13008990	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	14951	14951	1638	1638	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/03. 이중화/03-07. 이중화 대상 테이블 추가_삭제 방법__13008994.md	13008994	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3088	3088	414	414	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/03. 이중화/03-08. 이중화 모니터링 쿼리__9110681.md	9110681	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5595	5595	733	733	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/04. 백업 및 복구/04-01. aexport 및 iloader 이용/04-01-01. aexport, iloader 란__7341696.md	7341696	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1024	1024	163	163	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/04. 백업 및 복구/04-01. aexport 및 iloader 이용/04-01-02. aexport 를 이용한 데이터베이스 객체 백업__7341698.md	7341698	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5091	5091	708	708	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/04. 백업 및 복구/04-01. aexport 및 iloader 이용/04-01-03. iloader 를 이용한 데이터 다운로드__7341700.md	7341700	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7944	7944	1038	1038	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/04. 백업 및 복구/04-01. aexport 및 iloader 이용/04-01-04. 데이터베이스 객체 생성 및 데이터 업로드__7341702.md	7341702	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5168	5168	818	818	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/04. 백업 및 복구/04-01. aexport 및 iloader 이용__7341694.md	7341694	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	787	787	99	99	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/04. 백업 및 복구/04-02. Cold Backup한 것을 Directory 경로변경 하여 복구하는 방법__9110699.md	9110699	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4941	4941	480	480	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/04. 백업 및 복구/04-03. Online Backup 및 Time Based Recovery 방법__9110695.md	9110695	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5149	5149	710	710	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/05. SQL/05-01. varchar, char 타입 비교__9110650.md	9110650	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1383	1383	214	214	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/05. SQL/05-02. 객체에 부여된 권한을 확인하는 방법__8454634.md	8454634	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2251	2251	244	244	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/06. Stored Procedures/06-01. Stored Procedure 내에서 DML 로 영향 받은 레코드 수 확인 방법__8454526.md	8454526	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	954	954	116	116	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/06. Stored Procedures/06-02. 저장 프로시저 내용 확인 방법__9110656.md	9110656	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6519	6519	769	769	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/07. 개발 및 API/07-01. Connection 연결이 끊어지는 경우와 각 경우의 에러 코드 및 에러 메세지(APRE_C_C++, SQLCLI)__9110022.md	9110022	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6787	6787	662	662	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/07. 개발 및 API/07-02. JDBC/07-02-01. Altibase JDBC에서 Fail-Over 사용하는 방법은__9110740.md	9110740	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5597	5597	733	733	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/07. 개발 및 API/07-02. JDBC/07-02-02. jdbc.trc 파일 생성 위치 변경 방법__8454703.md	8454703	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2018	2018	285	285	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/07. 개발 및 API/07-02. JDBC/07-02-03. JDBC를 통한 서로 다른 Altibase 버전 동시 접속__22642863.md	22642863	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2076	2076	256	256	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/07. 개발 및 API/07-03. ODBC/07-03-01. 64-bit Windows에서 32-bit ODBC 설치__9110670.md	9110670	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3498	3498	312	312	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/07. 개발 및 API/07-03. ODBC/07-03-02. ODBC 함수, SQLFreeStmt__9110024.md	9110024	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1676	1676	255	255	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/07. 개발 및 API/07-03. ODBC/07-03-03. unix_odbc와 연동하기__9110646.md	9110646	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4921	4921	518	518	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/07. 개발 및 API/07-04. PHP/07-04-01. php 사용중인데 한글이 깨집니다__8454801.md	8454801	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4060	4060	525	525	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/07. 개발 및 API/07-05. Spring+iBatis 트랜잭션 관리 방법__9109742.md	9109742	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6855	6855	517	517	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-01. Altibase에서 수행된 쿼리 로그 남기는 방법(altiProfile)은__9110730.md	9110730	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	33316	33316	4171	4171	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-02. Lock 관련 정보 조회__9109812.md	9109812	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2737	2737	396	396	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-03. OS별 시스템 정보 보기__9110801.md	9110801	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	34495	34495	5082	5082	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-04. Windows 용 모니터링 툴__7340488.md	7340488	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4716	4716	621	621	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-05. 디스크 테이블 및 인덱스 사용량/08-05-01. ALTIBASE HDB 4.3.9.x__7342017.md	7342017	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6657	6657	596	596	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-05. 디스크 테이블 및 인덱스 사용량/08-05-02. ALTIBASE HDB 5.1.5.x__7342019.md	7342019	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	10065	10065	839	839	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-05. 디스크 테이블 및 인덱스 사용량/08-05-03. ALTIBASE HDB 5.3.x, 5.5.1, 6.1.1, 6.3.1__7342021.md	7342021	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	15543	15543	1321	1321	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-05. 디스크 테이블 및 인덱스 사용량__7342015.md	7342015	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	692	692	91	91	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-06. 디스크 테이블스페이스 사용량/08-06-01. ALTIBASE HDB 4.3.9__7342007.md	7342007	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3846	3846	335	335	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-06. 디스크 테이블스페이스 사용량/08-06-02. ALTIBASE HDB 5.1.5__7342009.md	7342009	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2939	2939	292	292	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-06. 디스크 테이블스페이스 사용량/08-06-03. ALTIBASE HDB 5.3.3, 5.3.5__7342011.md	7342011	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5330	5330	452	452	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-06. 디스크 테이블스페이스 사용량/08-06-04. ALTIBASE HDB 5.5.1, 6.1.1, 6.3.1__7342013.md	7342013	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5437	5437	455	455	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-07. 롤백(rollback) 중인 쿼리를 확인하는 방법__8454580.md	8454580	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2532	2532	346	346	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-08. 메모리 테이블 및 인덱스 사용량__8454613.md	8454613	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9829	9829	951	951	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
